"","Country","date","in_lockdown"
"82840","Netherlands",2006-04-29,0
"82841","Netherlands",2006-04-30,0
"82842","Netherlands",2006-05-01,0
"82843","Netherlands",2006-05-02,0
"82844","Netherlands",2006-05-03,0
"82845","Netherlands",2006-05-04,0
"82846","Netherlands",2006-05-05,0
"82847","Netherlands",2006-05-06,0
"82848","Netherlands",2006-05-07,0
"82849","Netherlands",2006-05-08,0
"82850","Netherlands",2006-05-09,0
"82851","Netherlands",2006-05-10,0
"82852","Netherlands",2006-05-11,0
"82853","Netherlands",2006-05-12,0
"82854","Netherlands",2006-05-13,0
"82855","Netherlands",2006-05-14,0
"82856","Netherlands",2006-05-15,0
"82857","Netherlands",2006-05-16,0
"82858","Netherlands",2006-05-17,0
"82859","Netherlands",2006-05-18,0
"82860","Netherlands",2006-05-19,0
"82861","Netherlands",2006-05-20,0
"82862","Netherlands",2006-05-21,0
"82863","Netherlands",2006-05-22,0
"82864","Netherlands",2006-05-23,0
"82865","Netherlands",2006-05-24,0
"82866","Netherlands",2006-05-25,0
"82867","Netherlands",2006-05-26,0
"82868","Netherlands",2006-05-27,0
"82869","Netherlands",2006-05-28,0
"82870","Netherlands",2006-05-29,0
"82871","Netherlands",2006-05-30,0
"82872","Netherlands",2006-05-31,0
"82873","Netherlands",2006-06-01,0
"82874","Netherlands",2006-06-02,0
"82875","Netherlands",2006-06-03,0
"82876","Netherlands",2006-06-04,0
"82877","Netherlands",2006-06-05,0
"82878","Netherlands",2006-06-06,0
"82879","Netherlands",2006-06-07,0
"82880","Netherlands",2006-06-08,0
"82881","Netherlands",2006-06-09,0
"82882","Netherlands",2006-06-10,0
"82883","Netherlands",2006-06-11,0
"82884","Netherlands",2006-06-12,0
"82885","Netherlands",2006-06-13,0
"82886","Netherlands",2006-06-14,0
"82887","Netherlands",2006-06-15,0
"82888","Netherlands",2006-06-16,0
"82889","Netherlands",2006-06-17,0
"82890","Netherlands",2006-06-18,0
"82891","Netherlands",2006-06-19,0
"82892","Netherlands",2006-06-20,0
"82893","Netherlands",2006-06-21,0
"82894","Netherlands",2006-06-22,0
"82895","Netherlands",2006-06-23,0
"82896","Netherlands",2006-06-24,0
"82897","Netherlands",2006-06-25,0
"82898","Netherlands",2006-06-26,0
"82899","Netherlands",2006-06-27,0
"82900","Netherlands",2006-06-28,0
"82901","Netherlands",2006-06-29,0
"82902","Netherlands",2006-06-30,0
"82903","Netherlands",2006-07-01,0
"82904","Netherlands",2006-07-02,0
"82905","Netherlands",2006-07-03,0
"82906","Netherlands",2006-07-04,0
"82907","Netherlands",2006-07-05,0
"82908","Netherlands",2006-07-06,0
"82909","Netherlands",2006-07-07,0
"82910","Netherlands",2006-07-08,0
"82911","Netherlands",2006-07-09,0
"82912","Netherlands",2006-07-10,0
"82913","Netherlands",2006-07-11,0
"82914","Netherlands",2006-07-12,0
"82915","Netherlands",2006-07-13,0
"82916","Netherlands",2006-07-14,0
"82917","Netherlands",2006-07-15,0
"82918","Netherlands",2006-07-16,0
"82919","Netherlands",2006-07-17,0
"82920","Netherlands",2006-07-18,0
"82921","Netherlands",2006-07-19,0
"82922","Netherlands",2006-07-20,0
"82923","Netherlands",2006-07-21,0
"82924","Netherlands",2006-07-22,0
"82925","Netherlands",2006-07-23,0
"82926","Netherlands",2006-07-24,0
"82927","Netherlands",2006-07-25,0
"82928","Netherlands",2006-07-26,0
"82929","Netherlands",2006-07-27,0
"82930","Netherlands",2006-07-28,0
"82931","Netherlands",2006-07-29,0
"82932","Netherlands",2006-07-30,0
"82933","Netherlands",2006-07-31,0
"82934","Netherlands",2006-08-01,0
"82935","Netherlands",2006-08-02,0
"82936","Netherlands",2006-08-03,0
"82937","Netherlands",2006-08-04,0
"82938","Netherlands",2006-08-05,0
"82939","Netherlands",2006-08-06,0
"82940","Netherlands",2006-08-07,0
"82941","Netherlands",2006-08-08,0
"82942","Netherlands",2006-08-09,0
"82943","Netherlands",2006-08-10,0
"82944","Netherlands",2006-08-11,0
"82945","Netherlands",2006-08-12,0
"82946","Netherlands",2006-08-13,0
"82947","Netherlands",2006-08-14,0
"82948","Netherlands",2006-08-15,0
"82949","Netherlands",2006-08-16,0
"82950","Netherlands",2006-08-17,0
"82951","Netherlands",2006-08-18,0
"82952","Netherlands",2006-08-19,0
"82953","Netherlands",2006-08-20,0
"82954","Netherlands",2006-08-21,0
"82955","Netherlands",2006-08-22,0
"82956","Netherlands",2006-08-23,0
"82957","Netherlands",2006-08-24,0
"82958","Netherlands",2006-08-25,0
"82959","Netherlands",2006-08-26,0
"82960","Netherlands",2006-08-27,0
"82961","Netherlands",2006-08-28,0
"82962","Netherlands",2006-08-29,0
"82963","Netherlands",2006-08-30,0
"82964","Netherlands",2006-08-31,0
"82965","Netherlands",2006-09-01,0
"82966","Netherlands",2006-09-02,0
"82967","Netherlands",2006-09-03,0
"82968","Netherlands",2006-09-04,0
"82969","Netherlands",2006-09-05,0
"82970","Netherlands",2006-09-06,0
"82971","Netherlands",2006-09-07,0
"82972","Netherlands",2006-09-08,0
"82973","Netherlands",2006-09-09,0
"82974","Netherlands",2006-09-10,0
"82975","Netherlands",2006-09-11,0
"82976","Netherlands",2006-09-12,0
"82977","Netherlands",2006-09-13,0
"82978","Netherlands",2006-09-14,0
"82979","Netherlands",2006-09-15,0
"82980","Netherlands",2006-09-16,0
"82981","Netherlands",2006-09-17,0
"82982","Netherlands",2006-09-18,0
"82983","Netherlands",2006-09-19,0
"82984","Netherlands",2006-09-20,0
"82985","Netherlands",2006-09-21,0
"82986","Netherlands",2006-09-22,0
"82987","Netherlands",2006-09-23,0
"82988","Netherlands",2006-09-24,0
"82989","Netherlands",2006-09-25,0
"82990","Netherlands",2006-09-26,0
"82991","Netherlands",2006-09-27,0
"82992","Netherlands",2006-09-28,0
"82993","Netherlands",2006-09-29,0
"82994","Netherlands",2006-09-30,0
"82995","Netherlands",2006-10-01,0
"82996","Netherlands",2006-10-02,0
"82997","Netherlands",2006-10-03,0
"82998","Netherlands",2006-10-04,0
"82999","Netherlands",2006-10-05,0
"83000","Netherlands",2006-10-06,0
"83001","Netherlands",2006-10-07,0
"83002","Netherlands",2006-10-08,0
"83003","Netherlands",2006-10-09,0
"83004","Netherlands",2006-10-10,0
"83005","Netherlands",2006-10-11,0
"83006","Netherlands",2006-10-12,0
"83007","Netherlands",2006-10-13,0
"83008","Netherlands",2006-10-14,0
"83009","Netherlands",2006-10-15,0
"83010","Netherlands",2006-10-16,0
"83011","Netherlands",2006-10-17,0
"83012","Netherlands",2006-10-18,0
"83013","Netherlands",2006-10-19,0
"83014","Netherlands",2006-10-20,0
"83015","Netherlands",2006-10-21,0
"83016","Netherlands",2006-10-22,0
"83017","Netherlands",2006-10-23,0
"83018","Netherlands",2006-10-24,0
"83019","Netherlands",2006-10-25,0
"83020","Netherlands",2006-10-26,0
"83021","Netherlands",2006-10-27,0
"83022","Netherlands",2006-10-28,0
"83023","Netherlands",2006-10-29,0
"83024","Netherlands",2006-10-30,0
"83025","Netherlands",2006-10-31,0
"83026","Netherlands",2006-11-01,0
"83027","Netherlands",2006-11-02,0
"83028","Netherlands",2006-11-03,0
"83029","Netherlands",2006-11-04,0
"83030","Netherlands",2006-11-05,0
"83031","Netherlands",2006-11-06,0
"83032","Netherlands",2006-11-07,0
"83033","Netherlands",2006-11-08,0
"83034","Netherlands",2006-11-09,0
"83035","Netherlands",2006-11-10,0
"83036","Netherlands",2006-11-11,0
"83037","Netherlands",2006-11-12,0
"83038","Netherlands",2006-11-13,0
"83039","Netherlands",2006-11-14,0
"83040","Netherlands",2006-11-15,0
"83041","Netherlands",2006-11-16,0
"83042","Netherlands",2006-11-17,0
"83043","Netherlands",2006-11-18,0
"83044","Netherlands",2006-11-19,0
"83045","Netherlands",2006-11-20,0
"83046","Netherlands",2006-11-21,0
"83047","Netherlands",2006-11-22,0
"83048","Netherlands",2006-11-23,0
"83049","Netherlands",2006-11-24,0
"83050","Netherlands",2006-11-25,0
"83051","Netherlands",2006-11-26,0
"83052","Netherlands",2006-11-27,0
"83053","Netherlands",2006-11-28,0
"83054","Netherlands",2006-11-29,0
"83055","Netherlands",2006-11-30,0
"83056","Netherlands",2006-12-01,0
"83057","Netherlands",2006-12-02,0
"83058","Netherlands",2006-12-03,0
"83059","Netherlands",2006-12-04,0
"83060","Netherlands",2006-12-05,0
"83061","Netherlands",2006-12-06,0
"83062","Netherlands",2006-12-07,0
"83063","Netherlands",2006-12-08,0
"83064","Netherlands",2006-12-09,0
"83065","Netherlands",2006-12-10,0
"83066","Netherlands",2006-12-11,0
"83067","Netherlands",2006-12-12,0
"83068","Netherlands",2006-12-13,0
"83069","Netherlands",2006-12-14,0
"83070","Netherlands",2006-12-15,0
"83071","Netherlands",2006-12-16,0
"83072","Netherlands",2006-12-17,0
"83073","Netherlands",2006-12-18,0
"83074","Netherlands",2006-12-19,0
"83075","Netherlands",2006-12-20,0
"83076","Netherlands",2006-12-21,0
"83077","Netherlands",2006-12-22,0
"83078","Netherlands",2006-12-23,0
"83079","Netherlands",2006-12-24,0
"83080","Netherlands",2006-12-25,0
"83081","Netherlands",2006-12-26,0
"83082","Netherlands",2006-12-27,0
"83083","Netherlands",2006-12-28,0
"83084","Netherlands",2006-12-29,0
"83085","Netherlands",2006-12-30,0
"83086","Netherlands",2006-12-31,0
"83087","Netherlands",2007-01-01,0
"83088","Netherlands",2007-01-02,0
"83089","Netherlands",2007-01-03,0
"83090","Netherlands",2007-01-04,0
"83091","Netherlands",2007-01-05,0
"83092","Netherlands",2007-01-06,0
"83093","Netherlands",2007-01-07,0
"83094","Netherlands",2007-01-08,0
"83095","Netherlands",2007-01-09,0
"83096","Netherlands",2007-01-10,0
"83097","Netherlands",2007-01-11,0
"83098","Netherlands",2007-01-12,0
"83099","Netherlands",2007-01-13,0
"83100","Netherlands",2007-01-14,0
"83101","Netherlands",2007-01-15,0
"83102","Netherlands",2007-01-16,0
"83103","Netherlands",2007-01-17,0
"83104","Netherlands",2007-01-18,0
"83105","Netherlands",2007-01-19,0
"83106","Netherlands",2007-01-20,0
"83107","Netherlands",2007-01-21,0
"83108","Netherlands",2007-01-22,0
"83109","Netherlands",2007-01-23,0
"83110","Netherlands",2007-01-24,0
"83111","Netherlands",2007-01-25,0
"83112","Netherlands",2007-01-26,0
"83113","Netherlands",2007-01-27,0
"83114","Netherlands",2007-01-28,0
"83115","Netherlands",2007-01-29,0
"83116","Netherlands",2007-01-30,0
"83117","Netherlands",2007-01-31,0
"83118","Netherlands",2007-02-01,0
"83119","Netherlands",2007-02-02,0
"83120","Netherlands",2007-02-03,0
"83121","Netherlands",2007-02-04,0
"83122","Netherlands",2007-02-05,0
"83123","Netherlands",2007-02-06,0
"83124","Netherlands",2007-02-07,0
"83125","Netherlands",2007-02-08,0
"83126","Netherlands",2007-02-09,0
"83127","Netherlands",2007-02-10,0
"83128","Netherlands",2007-02-11,0
"83129","Netherlands",2007-02-12,0
"83130","Netherlands",2007-02-13,0
"83131","Netherlands",2007-02-14,0
"83132","Netherlands",2007-02-15,0
"83133","Netherlands",2007-02-16,0
"83134","Netherlands",2007-02-17,0
"83135","Netherlands",2007-02-18,0
"83136","Netherlands",2007-02-19,0
"83137","Netherlands",2007-02-20,0
"83138","Netherlands",2007-02-21,0
"83139","Netherlands",2007-02-22,0
"83140","Netherlands",2007-02-23,0
"83141","Netherlands",2007-02-24,0
"83142","Netherlands",2007-02-25,0
"83143","Netherlands",2007-02-26,0
"83144","Netherlands",2007-02-27,0
"83145","Netherlands",2007-02-28,0
"83146","Netherlands",2007-03-01,0
"83147","Netherlands",2007-03-02,0
"83148","Netherlands",2007-03-03,0
"83149","Netherlands",2007-03-04,0
"83150","Netherlands",2007-03-05,0
"83151","Netherlands",2007-03-06,0
"83152","Netherlands",2007-03-07,0
"83153","Netherlands",2007-03-08,0
"83154","Netherlands",2007-03-09,0
"83155","Netherlands",2007-03-10,0
"83156","Netherlands",2007-03-11,0
"83157","Netherlands",2007-03-12,0
"83158","Netherlands",2007-03-13,0
"83159","Netherlands",2007-03-14,0
"83160","Netherlands",2007-03-15,0
"83161","Netherlands",2007-03-16,0
"83162","Netherlands",2007-03-17,0
"83163","Netherlands",2007-03-18,0
"83164","Netherlands",2007-03-19,0
"83165","Netherlands",2007-03-20,0
"83166","Netherlands",2007-03-21,0
"83167","Netherlands",2007-03-22,0
"83168","Netherlands",2007-03-23,0
"83169","Netherlands",2007-03-24,0
"83170","Netherlands",2007-03-25,0
"83171","Netherlands",2007-03-26,0
"83172","Netherlands",2007-03-27,0
"83173","Netherlands",2007-03-28,0
"83174","Netherlands",2007-03-29,0
"83175","Netherlands",2007-03-30,0
"83176","Netherlands",2007-03-31,0
"83177","Netherlands",2007-04-01,0
"83178","Netherlands",2007-04-02,0
"83179","Netherlands",2007-04-03,0
"83180","Netherlands",2007-04-04,0
"83181","Netherlands",2007-04-05,0
"83182","Netherlands",2007-04-06,0
"83183","Netherlands",2007-04-07,0
"83184","Netherlands",2007-04-08,0
"83185","Netherlands",2007-04-09,0
"83186","Netherlands",2007-04-10,0
"83187","Netherlands",2007-04-11,0
"83188","Netherlands",2007-04-12,0
"83189","Netherlands",2007-04-13,0
"83190","Netherlands",2007-04-14,0
"83191","Netherlands",2007-04-15,0
"83192","Netherlands",2007-04-16,0
"83193","Netherlands",2007-04-17,0
"83194","Netherlands",2007-04-18,0
"83195","Netherlands",2007-04-19,0
"83196","Netherlands",2007-04-20,0
"83197","Netherlands",2007-04-21,0
"83198","Netherlands",2007-04-22,0
"83199","Netherlands",2007-04-23,0
"83200","Netherlands",2007-04-24,0
"83201","Netherlands",2007-04-25,0
"83202","Netherlands",2007-04-26,0
"83203","Netherlands",2007-04-27,0
"83204","Netherlands",2007-04-28,0
"83205","Netherlands",2007-04-29,0
"83206","Netherlands",2007-04-30,0
"83207","Netherlands",2007-05-01,0
"83208","Netherlands",2007-05-02,0
"83209","Netherlands",2007-05-03,0
"83210","Netherlands",2007-05-04,0
"83211","Netherlands",2007-05-05,0
"83212","Netherlands",2007-05-06,0
"83213","Netherlands",2007-05-07,0
"83214","Netherlands",2007-05-08,0
"83215","Netherlands",2007-05-09,0
"83216","Netherlands",2007-05-10,0
"83217","Netherlands",2007-05-11,0
"83218","Netherlands",2007-05-12,0
"83219","Netherlands",2007-05-13,0
"83220","Netherlands",2007-05-14,0
"83221","Netherlands",2007-05-15,0
"83222","Netherlands",2007-05-16,0
"83223","Netherlands",2007-05-17,0
"83224","Netherlands",2007-05-18,0
"83225","Netherlands",2007-05-19,0
"83226","Netherlands",2007-05-20,0
"83227","Netherlands",2007-05-21,0
"83228","Netherlands",2007-05-22,0
"83229","Netherlands",2007-05-23,0
"83230","Netherlands",2007-05-24,0
"83231","Netherlands",2007-05-25,0
"83232","Netherlands",2007-05-26,0
"83233","Netherlands",2007-05-27,0
"83234","Netherlands",2007-05-28,0
"83235","Netherlands",2007-05-29,0
"83236","Netherlands",2007-05-30,0
"83237","Netherlands",2007-05-31,0
"83238","Netherlands",2007-06-01,0
"83239","Netherlands",2007-06-02,0
"83240","Netherlands",2007-06-03,0
"83241","Netherlands",2007-06-04,0
"83242","Netherlands",2007-06-05,0
"83243","Netherlands",2007-06-06,0
"83244","Netherlands",2007-06-07,0
"83245","Netherlands",2007-06-08,0
"83246","Netherlands",2007-06-09,0
"83247","Netherlands",2007-06-10,0
"83248","Netherlands",2007-06-11,0
"83249","Netherlands",2007-06-12,0
"83250","Netherlands",2007-06-13,0
"83251","Netherlands",2007-06-14,0
"83252","Netherlands",2007-06-15,0
"83253","Netherlands",2007-06-16,0
"83254","Netherlands",2007-06-17,0
"83255","Netherlands",2007-06-18,0
"83256","Netherlands",2007-06-19,0
"83257","Netherlands",2007-06-20,0
"83258","Netherlands",2007-06-21,0
"83259","Netherlands",2007-06-22,0
"83260","Netherlands",2007-06-23,0
"83261","Netherlands",2007-06-24,0
"83262","Netherlands",2007-06-25,0
"83263","Netherlands",2007-06-26,0
"83264","Netherlands",2007-06-27,0
"83265","Netherlands",2007-06-28,0
"83266","Netherlands",2007-06-29,0
"83267","Netherlands",2007-06-30,0
"83268","Netherlands",2007-07-01,0
"83269","Netherlands",2007-07-02,0
"83270","Netherlands",2007-07-03,0
"83271","Netherlands",2007-07-04,0
"83272","Netherlands",2007-07-05,0
"83273","Netherlands",2007-07-06,0
"83274","Netherlands",2007-07-07,0
"83275","Netherlands",2007-07-08,0
"83276","Netherlands",2007-07-09,0
"83277","Netherlands",2007-07-10,0
"83278","Netherlands",2007-07-11,0
"83279","Netherlands",2007-07-12,0
"83280","Netherlands",2007-07-13,0
"83281","Netherlands",2007-07-14,0
"83282","Netherlands",2007-07-15,0
"83283","Netherlands",2007-07-16,0
"83284","Netherlands",2007-07-17,0
"83285","Netherlands",2007-07-18,0
"83286","Netherlands",2007-07-19,0
"83287","Netherlands",2007-07-20,0
"83288","Netherlands",2007-07-21,0
"83289","Netherlands",2007-07-22,0
"83290","Netherlands",2007-07-23,0
"83291","Netherlands",2007-07-24,0
"83292","Netherlands",2007-07-25,0
"83293","Netherlands",2007-07-26,0
"83294","Netherlands",2007-07-27,0
"83295","Netherlands",2007-07-28,0
"83296","Netherlands",2007-07-29,0
"83297","Netherlands",2007-07-30,0
"83298","Netherlands",2007-07-31,0
"83299","Netherlands",2007-08-01,0
"83300","Netherlands",2007-08-02,0
"83301","Netherlands",2007-08-03,0
"83302","Netherlands",2007-08-04,0
"83303","Netherlands",2007-08-05,0
"83304","Netherlands",2007-08-06,0
"83305","Netherlands",2007-08-07,0
"83306","Netherlands",2007-08-08,0
"83307","Netherlands",2007-08-09,0
"83308","Netherlands",2007-08-10,0
"83309","Netherlands",2007-08-11,0
"83310","Netherlands",2007-08-12,0
"83311","Netherlands",2007-08-13,0
"83312","Netherlands",2007-08-14,0
"83313","Netherlands",2007-08-15,0
"83314","Netherlands",2007-08-16,0
"83315","Netherlands",2007-08-17,0
"83316","Netherlands",2007-08-18,0
"83317","Netherlands",2007-08-19,0
"83318","Netherlands",2007-08-20,0
"83319","Netherlands",2007-08-21,0
"83320","Netherlands",2007-08-22,0
"83321","Netherlands",2007-08-23,0
"83322","Netherlands",2007-08-24,0
"83323","Netherlands",2007-08-25,0
"83324","Netherlands",2007-08-26,0
"83325","Netherlands",2007-08-27,0
"83326","Netherlands",2007-08-28,0
"83327","Netherlands",2007-08-29,0
"83328","Netherlands",2007-08-30,0
"83329","Netherlands",2007-08-31,0
"83330","Netherlands",2007-09-01,0
"83331","Netherlands",2007-09-02,0
"83332","Netherlands",2007-09-03,0
"83333","Netherlands",2007-09-04,0
"83334","Netherlands",2007-09-05,0
"83335","Netherlands",2007-09-06,0
"83336","Netherlands",2007-09-07,0
"83337","Netherlands",2007-09-08,0
"83338","Netherlands",2007-09-09,0
"83339","Netherlands",2007-09-10,0
"83340","Netherlands",2007-09-11,0
"83341","Netherlands",2007-09-12,0
"83342","Netherlands",2007-09-13,0
"83343","Netherlands",2007-09-14,0
"83344","Netherlands",2007-09-15,0
"83345","Netherlands",2007-09-16,0
"83346","Netherlands",2007-09-17,0
"83347","Netherlands",2007-09-18,0
"83348","Netherlands",2007-09-19,0
"83349","Netherlands",2007-09-20,0
"83350","Netherlands",2007-09-21,0
"83351","Netherlands",2007-09-22,0
"83352","Netherlands",2007-09-23,0
"83353","Netherlands",2007-09-24,0
"83354","Netherlands",2007-09-25,0
"83355","Netherlands",2007-09-26,0
"83356","Netherlands",2007-09-27,0
"83357","Netherlands",2007-09-28,0
"83358","Netherlands",2007-09-29,0
"83359","Netherlands",2007-09-30,0
"83360","Netherlands",2007-10-01,0
"83361","Netherlands",2007-10-02,0
"83362","Netherlands",2007-10-03,0
"83363","Netherlands",2007-10-04,0
"83364","Netherlands",2007-10-05,0
"83365","Netherlands",2007-10-06,0
"83366","Netherlands",2007-10-07,0
"83367","Netherlands",2007-10-08,0
"83368","Netherlands",2007-10-09,0
"83369","Netherlands",2007-10-10,0
"83370","Netherlands",2007-10-11,0
"83371","Netherlands",2007-10-12,0
"83372","Netherlands",2007-10-13,0
"83373","Netherlands",2007-10-14,0
"83374","Netherlands",2007-10-15,0
"83375","Netherlands",2007-10-16,0
"83376","Netherlands",2007-10-17,0
"83377","Netherlands",2007-10-18,0
"83378","Netherlands",2007-10-19,0
"83379","Netherlands",2007-10-20,0
"83380","Netherlands",2007-10-21,0
"83381","Netherlands",2007-10-22,0
"83382","Netherlands",2007-10-23,0
"83383","Netherlands",2007-10-24,0
"83384","Netherlands",2007-10-25,0
"83385","Netherlands",2007-10-26,0
"83386","Netherlands",2007-10-27,0
"83387","Netherlands",2007-10-28,0
"83388","Netherlands",2007-10-29,0
"83389","Netherlands",2007-10-30,0
"83390","Netherlands",2007-10-31,0
"83391","Netherlands",2007-11-01,0
"83392","Netherlands",2007-11-02,0
"83393","Netherlands",2007-11-03,0
"83394","Netherlands",2007-11-04,0
"83395","Netherlands",2007-11-05,0
"83396","Netherlands",2007-11-06,0
"83397","Netherlands",2007-11-07,0
"83398","Netherlands",2007-11-08,0
"83399","Netherlands",2007-11-09,0
"83400","Netherlands",2007-11-10,0
"83401","Netherlands",2007-11-11,0
"83402","Netherlands",2007-11-12,0
"83403","Netherlands",2007-11-13,0
"83404","Netherlands",2007-11-14,0
"83405","Netherlands",2007-11-15,0
"83406","Netherlands",2007-11-16,0
"83407","Netherlands",2007-11-17,0
"83408","Netherlands",2007-11-18,0
"83409","Netherlands",2007-11-19,0
"83410","Netherlands",2007-11-20,0
"83411","Netherlands",2007-11-21,0
"83412","Netherlands",2007-11-22,0
"83413","Netherlands",2007-11-23,0
"83414","Netherlands",2007-11-24,0
"83415","Netherlands",2007-11-25,0
"83416","Netherlands",2007-11-26,0
"83417","Netherlands",2007-11-27,0
"83418","Netherlands",2007-11-28,0
"83419","Netherlands",2007-11-29,0
"83420","Netherlands",2007-11-30,0
"83421","Netherlands",2007-12-01,0
"83422","Netherlands",2007-12-02,0
"83423","Netherlands",2007-12-03,0
"83424","Netherlands",2007-12-04,0
"83425","Netherlands",2007-12-05,0
"83426","Netherlands",2007-12-06,0
"83427","Netherlands",2007-12-07,0
"83428","Netherlands",2007-12-08,0
"83429","Netherlands",2007-12-09,0
"83430","Netherlands",2007-12-10,0
"83431","Netherlands",2007-12-11,0
"83432","Netherlands",2007-12-12,0
"83433","Netherlands",2007-12-13,0
"83434","Netherlands",2007-12-14,0
"83435","Netherlands",2007-12-15,0
"83436","Netherlands",2007-12-16,0
"83437","Netherlands",2007-12-17,0
"83438","Netherlands",2007-12-18,0
"83439","Netherlands",2007-12-19,0
"83440","Netherlands",2007-12-20,0
"83441","Netherlands",2007-12-21,0
"83442","Netherlands",2007-12-22,0
"83443","Netherlands",2007-12-23,0
"83444","Netherlands",2007-12-24,0
"83445","Netherlands",2007-12-25,0
"83446","Netherlands",2007-12-26,0
"83447","Netherlands",2007-12-27,0
"83448","Netherlands",2007-12-28,0
"83449","Netherlands",2007-12-29,0
"83450","Netherlands",2007-12-30,0
"83451","Netherlands",2007-12-31,0
"83452","Netherlands",2008-01-01,0
"83453","Netherlands",2008-01-02,0
"83454","Netherlands",2008-01-03,0
"83455","Netherlands",2008-01-04,0
"83456","Netherlands",2008-01-05,0
"83457","Netherlands",2008-01-06,0
"83458","Netherlands",2008-01-07,0
"83459","Netherlands",2008-01-08,0
"83460","Netherlands",2008-01-09,0
"83461","Netherlands",2008-01-10,0
"83462","Netherlands",2008-01-11,0
"83463","Netherlands",2008-01-12,0
"83464","Netherlands",2008-01-13,0
"83465","Netherlands",2008-01-14,0
"83466","Netherlands",2008-01-15,0
"83467","Netherlands",2008-01-16,0
"83468","Netherlands",2008-01-17,0
"83469","Netherlands",2008-01-18,0
"83470","Netherlands",2008-01-19,0
"83471","Netherlands",2008-01-20,0
"83472","Netherlands",2008-01-21,0
"83473","Netherlands",2008-01-22,0
"83474","Netherlands",2008-01-23,0
"83475","Netherlands",2008-01-24,0
"83476","Netherlands",2008-01-25,0
"83477","Netherlands",2008-01-26,0
"83478","Netherlands",2008-01-27,0
"83479","Netherlands",2008-01-28,0
"83480","Netherlands",2008-01-29,0
"83481","Netherlands",2008-01-30,0
"83482","Netherlands",2008-01-31,0
"83483","Netherlands",2008-02-01,0
"83484","Netherlands",2008-02-02,0
"83485","Netherlands",2008-02-03,0
"83486","Netherlands",2008-02-04,0
"83487","Netherlands",2008-02-05,0
"83488","Netherlands",2008-02-06,0
"83489","Netherlands",2008-02-07,0
"83490","Netherlands",2008-02-08,0
"83491","Netherlands",2008-02-09,0
"83492","Netherlands",2008-02-10,0
"83493","Netherlands",2008-02-11,0
"83494","Netherlands",2008-02-12,0
"83495","Netherlands",2008-02-13,0
"83496","Netherlands",2008-02-14,0
"83497","Netherlands",2008-02-15,0
"83498","Netherlands",2008-02-16,0
"83499","Netherlands",2008-02-17,0
"83500","Netherlands",2008-02-18,0
"83501","Netherlands",2008-02-19,0
"83502","Netherlands",2008-02-20,0
"83503","Netherlands",2008-02-21,0
"83504","Netherlands",2008-02-22,0
"83505","Netherlands",2008-02-23,0
"83506","Netherlands",2008-02-24,0
"83507","Netherlands",2008-02-25,0
"83508","Netherlands",2008-02-26,0
"83509","Netherlands",2008-02-27,0
"83510","Netherlands",2008-02-28,0
"83511","Netherlands",2008-02-29,0
"83512","Netherlands",2008-03-01,0
"83513","Netherlands",2008-03-02,0
"83514","Netherlands",2008-03-03,0
"83515","Netherlands",2008-03-04,0
"83516","Netherlands",2008-03-05,0
"83517","Netherlands",2008-03-06,0
"83518","Netherlands",2008-03-07,0
"83519","Netherlands",2008-03-08,0
"83520","Netherlands",2008-03-09,0
"83521","Netherlands",2008-03-10,0
"83522","Netherlands",2008-03-11,0
"83523","Netherlands",2008-03-12,0
"83524","Netherlands",2008-03-13,0
"83525","Netherlands",2008-03-14,0
"83526","Netherlands",2008-03-15,0
"83527","Netherlands",2008-03-16,0
"83528","Netherlands",2008-03-17,0
"83529","Netherlands",2008-03-18,0
"83530","Netherlands",2008-03-19,0
"83531","Netherlands",2008-03-20,0
"83532","Netherlands",2008-03-21,0
"83533","Netherlands",2008-03-22,0
"83534","Netherlands",2008-03-23,0
"83535","Netherlands",2008-03-24,0
"83536","Netherlands",2008-03-25,0
"83537","Netherlands",2008-03-26,0
"83538","Netherlands",2008-03-27,0
"83539","Netherlands",2008-03-28,0
"83540","Netherlands",2008-03-29,0
"83541","Netherlands",2008-03-30,0
"83542","Netherlands",2008-03-31,0
"83543","Netherlands",2008-04-01,0
"83544","Netherlands",2008-04-02,0
"83545","Netherlands",2008-04-03,0
"83546","Netherlands",2008-04-04,0
"83547","Netherlands",2008-04-05,0
"83548","Netherlands",2008-04-06,0
"83549","Netherlands",2008-04-07,0
"83550","Netherlands",2008-04-08,0
"83551","Netherlands",2008-04-09,0
"83552","Netherlands",2008-04-10,0
"83553","Netherlands",2008-04-11,0
"83554","Netherlands",2008-04-12,0
"83555","Netherlands",2008-04-13,0
"83556","Netherlands",2008-04-14,0
"83557","Netherlands",2008-04-15,0
"83558","Netherlands",2008-04-16,0
"83559","Netherlands",2008-04-17,0
"83560","Netherlands",2008-04-18,0
"83561","Netherlands",2008-04-19,0
"83562","Netherlands",2008-04-20,0
"83563","Netherlands",2008-04-21,0
"83564","Netherlands",2008-04-22,0
"83565","Netherlands",2008-04-23,0
"83566","Netherlands",2008-04-24,0
"83567","Netherlands",2008-04-25,0
"83568","Netherlands",2008-04-26,0
"83569","Netherlands",2008-04-27,0
"83570","Netherlands",2008-04-28,0
"83571","Netherlands",2008-04-29,0
"83572","Netherlands",2008-04-30,0
"83573","Netherlands",2008-05-01,0
"83574","Netherlands",2008-05-02,0
"83575","Netherlands",2008-05-03,0
